change_id,num_change,ccfinder,cloneworks_type1,cloneworks_type2blind,cloneworks_type3pattern,cloneworks_type3token,conqat,deckard,duplo,iclones,nicad5,simcad,simian
42713,23,0,0,0,1,0,0,0,0,0,0,0,0
42723,24,0,0,0,1,0,0,0,0,0,0,0,0
42725,23,0,0,0,1,0,0,0,0,0,0,0,0
42726,24,0,0,0,1,0,0,0,0,0,0,0,0
42731,24,0,0,0.041666667,1,0,0,0,0,0,0,0,0
42732,24,0,0,0.041666667,1,0,0,0,0,0,0,0,0
42733,2,0,0,0,0,0,0,1,0,0,0,0,0
42734,1,1,0,0,1,1,1,0,0,1,1,0,0
42736,24,0,0,0,1,0,0,0,0,0,0,0,0
42737,2,0,0,0,1,0,0,1,0,0,1,0.5,0
42738,3,0,0,0,0.666666667,0,0,0.666666667,0,0,0.666666667,0,0
42739,3,0,0,0,0,0,0,1,0,0,0,0,0
42740,2,0,0,0,1,0,0,0.5,0,0,1,0.5,0
42742,1,0,0,0,0,0,0,1,0,0,0,0,0
42745,2,0,0,0,0,0,0,1,0,0,0,0,0
42746,6,0,0,0,0,0,0,1,0,0,0,0,0
42747,4,0,0,0,0,0,0,1,0,0,0,0,0
42748,1,1,0,0,1,1,1,0,0,1,1,0,0
42755,2,0,0,0,0,0,0,1,0,0,0,0,0
42756,2,0,0,0,0,0,0,1,0,0,0,0,0
42757,9,0,0,0,0,0,0,1,0,0,0,0,0
42760,10,0,0,0,1,0,0,0,0,0,0,0,0
42763,10,0,0,0,1,0,0,0,0,0,0,0,0
42767,10,0,0,0,1,0,0,0,0,0,0,0,0
42782,14,0.071428571,0.071428571,0.071428571,0.928571429,0.071428571,0.071428571,0.142857143,0,0.071428571,0.071428571,0.285714286,0.071428571
42783,11,0.090909091,0.090909091,0.090909091,0.909090909,0.090909091,0.090909091,0.090909091,0,0.090909091,0.090909091,0.090909091,0.090909091
42784,1,0,0,0,1,0,0,0,0,0,0,1,0
42785,1,0,0,0,1,0,0,0,0,0,0,1,0
42786,1,0,0,0,1,0,0,0,0,0,0,1,0
42793,1,0,0,1,1,1,0,0,0,0,0,0,0
42796,1,0,0,1,1,1,0,0,0,0,0,0,0
42804,1,0,0,0,0,0,0,1,0,0,0,0,0
42805,1,0,0,0,0,0,0,1,0,0,0,0,0
42808,10,0,0,0.2,1,0,0,0,0,0,0,0,0
42813,10,0,0,0,1,0,0,0,0,0,0,0,0
42815,9,0,0,0.111111111,1,0,0,0,0,0,0,0,0
42816,9,0,0,0.111111111,1,0,0,0,0,0,0,0,0
42818,11,0,0,0,0.909090909,0,0,0.181818182,0,0,0,0,0
42822,1,0,0,0,0,0,0,1,0,0,0,0,0
42825,3,0,0,0,0,0,0,1,0,0,0,0,0
42826,12,0,0,0,0.833333333,0,0,0.333333333,0,0,0,0,0
42831,1,0,0,0,0,0,0,1,0,0,0,0,0
42832,2,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0
42862,8,0,0.125,0.125,1,0,0,0.125,0,0,0,0,0
42863,8,0,0.125,0.125,1,0.125,0,0,0,0,0,0,0
42868,12,0,0.166666667,0.166666667,0.666666667,0.083333333,0,0.416666667,0,0,0,0,0
42871,8,0,0,0,1,0,0,0,0,0,0,0,0
42876,8,0,0,0,1,0,0,0,0,0,0,0,0
42877,1,0,0,0,1,1,0,0,0,1,0,0,1
42878,1,0,0,0,1,1,0,0,0,1,0,0,1
42879,2,0,0,0,1,1,0,0,0,1,0,0,1
42880,8,0,0,0,1,0.25,0,0,0,0,0,0,0
42881,7,0,0,0,1,0.142857143,0,0,0,0,0,0,0
42882,7,0,0,0,1,0.142857143,0,0,0,0,0,0,0
42894,2,0,0,0,0,0,0,1,0,0,0,0,0
42895,2,0,0,0,0,0,0,1,0,0,0,0,0
42896,1,1,0,1,1,0,0,0,0,0,1,0,0
42897,1,1,0,1,1,0,0,0,0,0,1,0,0
42902,8,0,0,0,1,0,0,0,0,0,0,0,0
42903,1,0,0,0,0,0,0,1,0,0,0,0,0
42910,1,0,0,0,0,0,0,1,0,0,0,0,0
42923,8,0,0,0,1,0,0,0,0,0,0,0,0
42924,1,0,0,0,0,1,0,0,0,0,0,0,0
42926,1,0,0,0,0,1,0,0,0,0,0,0,0
42928,8,0,0,0,1,0,0,0,0,0,0,0,0
42930,1,0,0,0,0,0,0,1,0,0,0,0,0
42931,9,0,0,0,0.888888889,0,0,0.111111111,0,0,0,0,0
42937,2,0,0,0,0,0,0,1,0,0,0,0,0
42938,2,0,0,0,0,0,0,1,0,0,0,0,0
42940,3,0,0,0,0,0,0,1,0,0,0,0,0
42941,3,0,0,0,0,0,0,1,0,0,0,0,0
42943,1,0,0,0,0,0,0,1,0,0,0,0,0
42944,3,0,0,0,0,0,0,1,0,0,0,0,0
42945,3,0,0,0,0,0,0,1,0,0,0,0,0
42949,8,0,0,0,1,0,0,0,0,0,0,0,0
42953,3,0,0,0,0,0,0,1,0,0,0,0,0
42955,7,0,0,0,1,0,0,0,0,0,0,0,0
42956,7,0,0,0,1,0,0,0,0,0,0,0,0
42960,9,0,0,0,0.777777778,0,0,0.222222222,0,0,0,0,0
42961,10,0,0,0,0.8,0,0,0.2,0,0,0,0,0
42962,2,0,0,0,0,0,0,1,0,0,0,0,0
42963,2,0,0,0,0,0,0,1,0,0,0,0,0
42964,2,0,0,0,0,0,0,1,0,0,0,0,0
42968,8,0,0,0,1,0,0,0,0,0,0,0,0
42971,4,0,0,0.25,0.25,0,0,0.75,0,0,0,0,0
42972,4,0,0,0.25,0.25,0,0,0.75,0,0,0,0,0
42975,2,0,0,0,0,0,0,1,0,0,0,0,0
42981,4,0,0,0,0,0,0,1,0,0,0,0,0
42982,5,0,0,0,1,0,0,0,0,0,0,0,0
42983,5,0,0,0.2,1,0,0,0,0,0,0,0,0
42984,5,0,0,0.2,1,0,0,0,0,0,0,0,0
42986,5,0,0,0,1,0,0,0,0,0,0,0,0
42992,1,0,0,0,0,0,0,1,0,0,0,0,0
42993,6,0,0,0,0.833333333,0,0,0.166666667,0,0,0,0,0
42994,1,0,0,0,0,0,0,1,0,0,0,0,0
42995,6,0,0,0,0.833333333,0,0,0.166666667,0,0,0,0,0
42996,5,0,0,0,1,1,0,0,0,1,1,1,0
42997,5,0,0,0,1,1,0.8,0,0,1,1,1,0.8
42998,5,0,0.4,0.4,1,1,0.8,0,0,1,1,1,0.8
42999,5,0,0.4,0.4,1,1,0.8,0,0,1,1,1,0.8
43000,5,0,0,0,1,1,0.8,0,0,1,1,1,0.8
43001,5,0,0,0,1,1,0,0,0,1,1,1,0
43002,5,0,0,0,1,1,0.8,0,0,1,1,1,0.8
43003,5,0,0.4,0.4,1,1,0.8,0,0,1,1,1,0.8
43004,5,0,0.4,0.4,1,1,0.8,0,0,1,1,1,0.8
43005,5,0,0,0,1,1,0.8,0,0,1,1,1,0.8
43017,2,0,0,0,1,0,0,0,0,0,0,0,0
43021,2,0,0,0,1,0,0,0,0,0,0,0,0
43022,2,0,0,0,1,1,1,0.5,0,1,1,1,1
43023,2,0,0,0,1,1,1,0,0,1,1,1,1
43024,2,0,0,0,1,1,1,0.5,0,1,1,1,1
43025,2,0,0,0,1,1,1,0,0,1,1,1,1
43029,2,0,0,0,1,0,0,0,0,0,0,0,0
43039,2,0,0,0,1,0,0,0,0,0,0,0,0
44252,5,0,0,0,1,0,0,0,0,0,0,0,0
44359,1,0,0,0,0,0,0,1,0,0,0,0,0
44500,6,0,0,0,0,0,0,1,0,0,0,0,0
44990,34,0.117647059,0,0,0.352941176,0.382352941,0,0.823529412,0,0.088235294,0.117647059,0.117647059,0
45095,8,0,0,0,0.875,0.875,0,0.125,0,0,0.875,0,0
45470,1,0,0,0,1,1,1,0,0,1,1,0,0
45638,41,0,0,0,1,0,0,0,0,0,0,0,0
45771,1,0,0,0,0,0,0,1,0,0,0,0,0
46307,4,0,0,0,0,0,0,1,0,0,0,0,0
46911,12,0,0,0,0,0,0,1,0,0,0,0,0
46982,1,0,0,0,0,0,0,1,0,0,0,0,0
47342,4,0,0,0,0,0,0,1,0,0,0,0,0
47984,71,0,0,0,1,0,0,0,0,0,0.154929577,0,0
48074,444,0.216216216,0,0,0.986486486,0,0.013513514,0.686936937,0,0.004504505,0.047297297,0,0
48172,442,0.15158371,0,0,0.99321267,0,0,0,0,0.004524887,0.052036199,0,0
48424,442,0.15158371,0,0,0.995475113,0,0,0.133484163,0,0,0,0,0
48467,3,0,0,0,0,0,0,1,0,0,0,0,0
48506,1,0,0,0,0,1,0,0,0,0,0,0,0
48748,21,0,0,0,1,0,0,0,0,0,0,0,0
49382,1,0,0,0,0,0,0,1,0,0,0,0,0
50799,16,0,0,0,1,0,0,0,0,0,0,0,0
51928,34,0,0,0,1,0,0,0,0,0,0,0,0
52229,9,0,0,0,1,0,0,0,0,0,0,0,0
52350,10,0,0,0,1,0,0,0,0,0,0,0,0
52596,3,0,0,0,0,1,0,0,0,0,0,0,0
52752,24,0.125,0,0,0,0,0.291666667,0.875,0,0.166666667,0,0,0.125
52905,2,0,0,0,0,0,0,1,0,0,0,0,0
53544,14,0,0,0,0,0,0,1,0,0,0,0,0
43340,17,0,0,0,1,0,0,0,0,0,0,0,0
43716,1,0,0,0,0,0,0,1,0,0,0,0,0
43739,1,0,0,0,0,1,0,0,0,0,0,0,0
43874,6,0,0,1,1,0,0,0,0,0,0,0,0
43878,27,0,0,0.037037037,1,0,0,0,0,0,0,0,0
44801,87,0.045977011,0,0,0,0,0,0.988505747,0,0,0,0,0
45239,7,0,0,0,0,0,0,1,0,0,0,0,0
45899,13,0,0.230769231,0.384615385,0.769230769,1,0.461538462,0.615384615,0,0.384615385,0.538461538,0.769230769,0.230769231
46258,1,0,0,0,0,0,0,1,0,0,0,0,0
46602,1,0,0,0,1,0,0,0,0,0,0,0,0
46740,7,0,0,0,1,0.428571429,0,0,0,0,0,0,0
47182,18,0,0,0.166666667,0.166666667,0,0,0.833333333,0,0,0,0,0
47407,105,0,0,0.066666667,1,0.323809524,0.142857143,0.057142857,0,0,0.2,0,0
47445,97,0,0,0,0.865979381,0.298969072,0.154639175,0,0,0.051546392,0.082474227,0.051546392,0.041237113
47667,3,1,0,0,0,0,0,0,0,0,0,0,0
47806,8,0,0,0,0,0,0,1,0,0,0,0,0
47898,9,0,0,0,0,0,0,1,0,0,0,0,0
47985,70,0,0,0,1,0,0,0,0,0,0.157142857,0,0
48023,443,0.137697517,0,0,0.988713318,0,0.004514673,0.704288939,0,0.002257336,0,0,0
48117,440,0.204545455,0,0,0.993181818,0,0.097727273,0.347727273,0,0,0.404545455,0,0
48537,2,0,0,0,1,0,0,0,0,0,0,0,0
48608,8,0,0.125,0.375,1,0.125,0,0,0,0,0,0,0
48899,12,0,0,0,1,0,0,0,0,0,0,0,0
49559,2,0,0,0,1,0.5,0,0,0,0,1,0,0
49584,6,0,0,0,0,0,0,1,0,0,0,0,0
50154,7,0.285714286,0,0,0.857142857,0.857142857,0,0.142857143,0,0.428571429,0.857142857,0,0
50236,52,0,0,0.038461538,1,0.096153846,0.019230769,0,0,0,0,0,0
50890,36,0,0,0,1,0,0,0,0,0,0,0,0
51493,8,0,0,0,0,1,0,0,0,0,0,0,0
51825,34,0,0,0.382352941,1,0,0,0,0,0,0,0,0
52582,14,0,0.071428571,0.071428571,0.928571429,0.928571429,0.071428571,0.357142857,0,0.071428571,0.857142857,0.785714286,0.142857143
53646,4,0,0,0,1,1,0,0,0,0,0.5,0,0
53680,4,0,0,0,1,1,1,0,0,0.75,0.5,1,0.5
53831,1,0,0,0,0,0,0,1,0,0,0,0,0
43283,1,0,0,0,0,0,0,1,0,0,0,0,0
43983,27,0,0,0.037037037,1,0,0,0,0,0,0,0,0
44487,31,0,0,0,0,0,0,1,0,0,0,0,0
44503,10,1,0,0.1,0.1,0.1,0,0,0,0,0,0,0
44723,224,0,0,0,0.977678571,0,0,0.03125,0,0,0,0,0
44860,81,0,0,0,0,0.012345679,0,1,0,0,0,0,0
44994,220,0,0.036363636,0.036363636,0.995454545,0.040909091,0,0,0,0,0,0,0
45028,52,0,0,0.038461538,0.230769231,0.230769231,0.038461538,0.807692308,0,0,0.115384615,0.057692308,0
45142,6,0,0,0,1,0,0,0,0,0,0,0.833333333,0
45200,219,0,0,0,1,0,0,0,0,0,0,0,0
45752,8,0,0,0,0,0,0,1,0,0,0,0,0
45762,12,0,0.083333333,0.083333333,1,0.083333333,0,0,0,0,0,0,0
45994,24,0,0,0.166666667,1,0,0,0,0,0,0,0,0
46428,8,0,0.125,0.125,0.375,0.375,0,0.875,0,0,0,0.125,0
46528,15,0,0,0.2,1,0,0,0,0,0,0,0,0
47163,5,0,0,0,0,0,0,1,0,0,0,0,0
47259,2,0,0,0,0,1,0,0,0,0,0,0,0
47269,3,0,0,1,1,0,0,0,0,0,0,0,0
47549,11,0.727272727,0,0,0,0,0.363636364,0.181818182,0,0,0,0,0
47656,39,0,0,0.025641026,0.897435897,0.025641026,0,0.102564103,0,0,0,0,0
47750,35,0,0,0.028571429,1,0,0,0,0,0,0,0,0
47965,119,0.008403361,0,0,0.857142857,0,0.050420168,0.378151261,0,0.033613445,0.31092437,0,0
48029,442,0,0,0,0.990950226,0,0,0.708144796,0,0.004524887,0,0,0
48041,443,0.16027088,0,0,0.993227991,0,0,0.828442438,0,0,0.404063205,0,0
48146,443,0.189616253,0,0,0.984198646,0,0,0.898419865,0,0,0.399548533,0,0
48160,442,0.095022624,0,0,0.995475113,0,0,0.690045249,0,0,0,0,0
48293,442,0.009049774,0,0,0.99321267,0,0.038461538,0.85520362,0,0,0.404977376,0,0
49525,6,0,0,0,1,0,0,0,0,0,0,0,0
50080,5,0,0,0,0.6,0.6,0,1,0,0,0.2,0.2,0
50713,12,0.416666667,0,0,0.666666667,0,0,0.416666667,0,0,0,0,0
50774,2,0,0,0,1,0,0,0,0,0,0,0,0
50928,36,0,0,0,1,0,0,0,0,0,0,0,0
51526,2,0,0,0,0,0,0,1,0,0,0,0,0
51531,13,0,0,0,1,0,0,0,0,0,0,0,0
52015,2,0,0,0,1,0,0,0,0,0,0,0,0
52297,10,0,0,0,1,0,0,0,0,0,0,0,0
52386,9,0,0,0,1,1,0,0,0,0,0,1,0
52781,4,0,0,0,0,0,0,1,0,0,0,0,0
52815,3,0,0,0,0,0,0,1,0,0,0,0,0
52822,1,0,0,0,0,0,0,1,0,0,0,0,0
52938,13,0,0,0,0.307692308,0.307692308,0,0.692307692,0,0,0,0,0
53482,11,0,0,0,0,0,0,1,0,0,0,0,0
43092,1,0,0,0,0,1,0,0,0,0,0,0,0
43176,13,0,0,0,0,0,0,1,0,0,0,0,0
43313,12,0.333333333,0,0,0,0,0.583333333,0.666666667,0,0,0,0,0
43392,7,0,0,0,0,0,0,1,0,0,0,0,0
43782,2,0,0,0,1,0,0,0,0,0,0,0,0
44270,219,0,0,0.01369863,1,0,0,0,0,0,0,0,0
44515,2,0,0,0,1,0,0,0,0,0,0,0,0
44728,8,0,0,0,0.125,0,0,0.875,0,0,0,0,0
45053,43,0,0,0,0.372093023,0.348837209,0.069767442,0.744186047,0,0.11627907,0.162790698,0.069767442,0
45169,109,0,0,0,0,0,0,1,0,0,0,0,0
45238,224,0,0,0,0.977678571,0,0,0.03125,0,0,0,0,0
45650,10,0,0,0.1,0.3,0.3,0.1,0.6,0,0,0.1,0.2,0
46044,4,0,0,0,0.5,0.75,0,0.5,0,0,0,0,0
46563,1,0,0,0,0,0,0,1,0,0,0,0,0
46613,2,0,0,0,0.5,1,0,0,0,0,0.5,0,0
46963,46,0,0.565217391,0.586956522,1,0.695652174,0,0,0,0,0,0,0
47923,11,0,0,0,0,0,0,1,0,0,0,0,0
48164,441,0.197278912,0,0,0.990929705,0,0.108843537,0.839002268,0,0.004535147,0.403628118,0,0
48303,441,0.197278912,0,0,0.990929705,0,0.108843537,0.857142857,0,0,0.403628118,0,0
48319,442,0.095022624,0,0,0.995475113,0,0.047511312,0.708144796,0,0,0.407239819,0,0
48502,1,0,0,0,0,0,0,1,0,0,0,0,0
48577,11,0,1,1,1,0,0,0,0,0,0,0,0
49136,1,0,0,0,0,0,0,1,0,0,0,0,0
49168,1,0,0,0,1,1,0,0,0,0,0,0,0
49254,30,0,0,0,1,0,0,0,0,0,0,0,0
49666,3,0,0,1,1,0,0,0,0,0,0,0,0
49712,4,0,0,0,0,0,0,1,0,0,0,0,0
49795,2,0,0,0,1,0,0,0,0,0,0,0,0
50685,91,0,0.010989011,0.032967033,0.901098901,0.131868132,0,0.120879121,0,0,0,0.021978022,0
50756,1,0,0,0,0,0,0,1,0,0,0,0,0
51256,1,0,0,0,0,0,0,1,0,0,0,0,0
51378,2,0,0,0,1,0,0,0,0,0,0,0,0
51536,4,0,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0.5,0.5
51666,12,0,0,0,1,0,0,0,0,0,0,0,0
52120,4,0,0,0,1,0,0,0,0,0,0,0,0
52850,5,0,0,0,0,0,0,0,0,0,0,0,1
53063,11,0,0,0,1,0,0,0,0,0,0,0,0
53161,26,0,0,0.038461538,1,0.038461538,0,0.076923077,0,0,0,0,0
53180,4,0,0,0,0,0,0,1,0,0,0,0,0
43614,6,0,0,0,0,0,0,1,0,0,0,0,0
44054,27,0,0,0,1,0.037037037,0,0,0,0,0,0,0
44430,10,1,0,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0
44470,3,1,0,0,0,0,0,0,0,0,0,0,0
44648,219,0,0.00456621,0.219178082,1,0.00456621,0,0,0,0,0,0,0
45018,62,0.129032258,0,0,0.080645161,0.080645161,0.048387097,0.903225806,0,0.064516129,0,0,0
45107,36,0,0,0.055555556,0.194444444,0.333333333,0,0.666666667,0,0,0,0.055555556,0
45532,41,0,0,0,1,0,0,0,0,0,0,0,0
45780,17,0,0,0,0.764705882,0.058823529,0,0.294117647,0,0,0,0,0
46016,7,0,0.142857143,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0.857142857
46188,33,0,0,0,1,0,0,0,0,0,0,0,0
46518,17,0,0,0,1,0,0,0,0,0,0,0,0
46566,3,0,0,0,0,0,0,0,0,0,0,1,0
46961,46,0,0,0,0.97826087,0,0,0.02173913,0,0,0,0,0
46985,3,0,0,0,0,0,0,1,0,0,0,0,0
47071,6,0,0,0,1,0,0,0,0,0,0,0,0
47089,8,0,0,0,0,0,0,1,0,0,0,0,0
47322,8,0,0,0,0,0,0,1,0,0,0,0,0
47464,25,0,0,0,0.52,0.8,0.52,0.36,0,0.28,0.52,0.2,0.08
47543,17,0.470588235,0,0.058823529,0.411764706,0,0.411764706,0,0,0,0,0,0
47765,1,0,0,0,1,0,0,0,0,0,0,0,0
