change_id,num_change,ccfinder,cloneworks_type1,cloneworks_type2blind,cloneworks_type3pattern,cloneworks_type3token,conqat,deckard,duplo,iclones,nicad5,simcad,simian
165,4,0,0,0,1,1,0,1,0,0,0,0,0
166,4,0.75,0,0,1,1,0,1,0.25,0.25,0,0,0.25
167,4,0,0,0,1,1,0,1,0,0,0,0,0
168,4,0.75,0,0,1,1,0,1,0.25,0.25,0,0,0.25
169,1,1,0,0,0,0,0,0,0,0,0,0,0
222,3,0,0,0,0.333333333,0,0,1,0,0,0,0,0
224,2,0,0,0,0,0,0,1,0,0,0,0,0
225,10,0,0,0,0,0,0,1,0,0,0,0,0
226,10,0,0,0,0,0,0,1,0,0,0,0,0
227,10,0,0,0,0,0,0,1,0,0,0,0,0
228,2,0,0,0,0,0,0,1,0,0,0,0,0
229,10,0,0,0,0.1,0,0,1,0,0,0,0,0
230,10,0,0,0,0,0,0,1,0,0,0,0,0
231,1,0,0,0,0,0,0,1,0,0,0,0,0
233,3,0,0,0,0,0,0,0,0,0,0,0,1
238,3,0,0,0,0,0,0,0,0,0,0,0,1
243,3,0,0,0,0,0,0,0,0,0,0,0,1
248,3,0,0,0,0,0,0,0,0,0,0,0,1
252,13,0.692307692,0,0,0,0,0,1,0,0,0,0,0
253,9,1,0,0,0,0,0,1,0,0,0,0,0
254,9,0.888888889,0,0,0,0,0,1,0,0,0,0,0
255,9,1,0,0,0,0,0,1,0,0,0,0,0
256,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
257,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
258,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
259,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
260,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
261,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0
266,2,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0
268,2,0.5,0.5,0.5,1,1,0,0.5,0,0.5,0,0.5,0.5
269,2,0.5,0.5,0.5,0.5,0.5,0,1,0,0.5,0,0.5,0.5
271,11,0.090909091,0,0,0,0,0,0.909090909,0,0,0,0,0
297,10,0,0,0,0,0,0,0,0,0,0,0,1
298,4,0,0,0,0,0,0,0,0,0,0,0,1
299,10,0,0,0,0,0,0,0,0,0,0,0,1
301,10,0,0,0,0,0,0,0,0,0,0,0,1
302,4,0,0,0,0,0,0,0,0,0,0,0,1
303,10,0,0,0,0,0,0,0,0,0,0,0,1
306,10,0,0,0,0,0,0,0,0,0,0,0,1
307,4,0,0,0,0,0,0,0,0,0,0,0,1
308,10,0,0,0,0,0,0,0,0,0,0,0,1
311,10,0,0,0,0,0,0,0,0,0,0,0,1
312,4,0,0,0,0,0,0,0,0,0,0,0,1
313,10,0,0,0,0,0,0,0,0,0,0,0,1
314,3,1,0,0,0,0,0,1,0,0,0,0,0
315,3,0.666666667,0,0,0,0,0,1,0,0,0,0,0
316,3,0.666666667,0,0,0,0,0,1,0,0,0,0,0
317,3,1,0,0,0,0,0,1,0,0,0,0,0
319,10,0,0,0,0,0,0,0,0,0,0,0,1
321,10,0,0,0,0,0,0,0,0,0,0,0,1
322,4,0,0,0,0,0,0,0,0,0,0,0,1
323,10,0,0,0,0,0,0,0,0,0,0,0,1
363,4,0,0,0,0,0,0,1,0,0,0,0,0
364,2,0,0,0,0,0,0,1,0,0,0,0,0
365,2,0,0,0,0,0,0,1,0,0,0,0,0
366,2,0,0,0,0,0,0,1,0,0,0,0,0
367,2,0,0,0,0,0,0,1,0,0,0,0,0
368,1,1,0,0,0,0,0,0,0,1,0,0,0
369,1,1,0,0,0,0,0,0,0,1,0,0,0
370,10,0,0,0,1,1,0,0,0,0,0,0,0
372,1,0,0,0,0,0,0,0,0,0,0,0,1
373,2,0,0,0,0,0,0,0,0,0,0,0,1
374,2,0,0,0,0,0,0,0,0,0,0,0,1
375,2,0,0,0,0,0,0,0,0,0,0,0,1
376,2,0,0,0,0,0,0,0,0,0,0,0,1
377,2,0,0,0,0,0,0,0,0,0,0,0,1
378,2,0,0,0,0,0,0,0,0,0,0,0,1
379,2,0,0,0,0,0,0,0,0,0,0,0,1
380,2,0,0,0,0,0,0,0,0,0,0,0,1
381,2,0,0,0,0,0,0,0,0,0,0,0,1
382,2,0,0,0,0,0,0,0,0,0,0,0,1
383,2,0,0,0,0,0,0,0,0,0,0,0,1
384,2,0,0,0,0,0,0,0,0,0,0,0,1
386,1,0,0,0,0,0,0,0,0,0,0,0,1
399,20,0.9,0,0,0,0,0,1,0,0,0,0,0
400,19,0.947368421,0,0,0,0,0,1,0,0,0,0,0
401,18,1,0,0,0,0,0,1,0,0,0,0,0
402,20,0.75,0,0,0,0,0,1,0,0,0,0,0
403,18,0.833333333,0,0,0,0,0,1,0,0,0,0,0
404,18,0.833333333,0,0,0,0,0,1,0,0,0,0,0
405,20,0.6,0,0,0,0,0,1,0,0,0,0,0
406,19,0.631578947,0,0,0,0,0,1,0,0,0,0,0
407,20,0.6,0,0,0,0,0,1,0,0,0,0,0
408,20,0,0,0,0,0,0,1,0,0,0,0,0
409,18,0,0,0,0,0,0,1,0,0,0,0,0
410,18,0,0,0,0,0,0,1,0,0,0,0,0
411,20,0.6,0,0,0,0,0,1,0,0,0,0,0
412,19,0.631578947,0,0,0,0,0,1,0,0,0,0,0
413,20,0.6,0,0,0,0,0,1,0,0,0,0,0
414,20,0.75,0,0,0,0,0,1,0,0,0,0,0
415,19,0.789473684,0,0,0,0,0,1,0,0,0,0,0
416,18,0.833333333,0,0,0,0,0,1,0,0,0,0,0
417,20,0.9,0,0,0,0,0,1,0,0,0,0,0
418,18,1,0,0,0,0,0,1,0,0,0,0,0
419,18,1,0,0,0,0,0,1,0,0,0,0,0
420,2,0,0,0,0,0,0,0,0,0,0,0,1
421,2,0,0,0,0,0,0,0,0,0,0,0,1
422,2,0,0,0,0,0,0,0,0,0,0,0,1
423,2,0,0,0,0,0,0,0,0,0,0,0,1
424,2,0,0,0,0,0,0,0,0,0,0,0,1
425,2,0,0,0,0,0,0,0,0,0,0,0,1
426,2,0,0,0,0,0,0,0,0,0,0,0,1
427,2,0,0,0,0,0,0,0,0,0,0,0,1
428,2,0,0,0,0,0,0,0,0,0,0,0,1
429,2,0,0,0,0,0,0,0,0,0,0,0,1
430,2,0,0,0,0,0,0,0,0,0,0,0,1
431,2,0,0,0,0,0,0,0,0,0,0,0,1
432,1,0,0,0,0,0,0,1,0,0,0,0,0
433,1,0,0,0,0,0,0,1,0,0,0,0,0
434,2,0,0,0,1,1,0,0.5,0,0,0,0,0
435,9,0.333333333,0,0.333333333,0.555555556,0.555555556,0,0.777777778,0,0.333333333,0,0.333333333,0.333333333
436,10,0.3,0,0.3,0.5,0.5,0,0.8,0,0.3,0,0.3,0.3
437,6,0.5,0,0.5,0.833333333,0.833333333,0,0.666666667,0,0.5,0,0.5,0.5
438,9,0,0,0,0.222222222,0.222222222,0,0.777777778,0,0,0,0,0
439,3,0,0,0,0.666666667,0.666666667,0,0.333333333,0,0,0,0,0
440,9,0,0,0,0.555555556,0.555555556,0,0.444444444,0,0.333333333,0,0,0
441,11,0,0,0,0.454545455,0.454545455,0,0.636363636,0,0.272727273,0,0,0
442,12,0,0,0,0.416666667,0.416666667,0,0.666666667,0,0.25,0,0,0.083333333
444,5,0.6,0,0.6,0.6,0.6,0,1,0,0.6,0,0.6,0.6
445,5,0.6,0,0.6,0.6,0.6,0,1,0,0.6,0,0.6,0.6
446,5,0.6,0,0.6,0.6,0.6,0,1,0,0.6,0,0.6,0.6
447,3,0,0,0,0,0,0,1,0,0,0,0,0
448,5,0,0,0,0,0,0,1,0,0,0,0,0
449,5,0,0,0,0.6,0.6,0,0.4,0,0.6,0,0,0
450,7,0,0,0,0.428571429,0.428571429,0,0.714285714,0,0.428571429,0,0,0
451,4,0,0,0,0.75,0.75,0,0.5,0,0.75,0,0,0.25
452,12,0,0,0,0.833333333,0.833333333,0,0.25,0,0,0,0,0
496,1,0,0,0,0,0,0,1,0,0,0,0,0
499,6,0,0,0,0,0,0,1,0,0,0,0,0
500,6,0.333333333,0,0,0,0,0,1,0,1,0,0,0
501,11,0.454545455,0,0,0,0,0,0.545454545,0,1,0,0,0.363636364
502,9,0,0,0,0,0,0,0.666666667,0,1,0,0,0
503,9,0,0,0,0,0,0,0.666666667,0,1,0,0,0
504,13,0.538461538,0,0,0,0,0,0.769230769,0,1,0,0,0.461538462
505,13,0.692307692,0,0,0,0,0,0.461538462,0,1,0,0,0.461538462
506,17,0.470588235,0,0,0,0,0,0.764705882,0,0.823529412,0,0,0.235294118
507,19,0.368421053,0,0,0,0,0,0.736842105,0,0.842105263,0,0,0.315789474
508,19,0.473684211,0,0,0,0,0,0.842105263,0,0.842105263,0,0,0.315789474
509,15,0.533333333,0,0,0,0,0,0.933333333,0,0.933333333,0,0,0.266666667
510,19,0.315789474,0,0,0,0,0,0.736842105,0,0.842105263,0,0,0.315789474
511,17,0.470588235,0,0,0,0,0,0.823529412,0,0.941176471,0,0,0.352941176
512,14,0.357142857,0,0,0,0,0,0.214285714,0,0.928571429,0,0,0.285714286
513,15,0.4,0,0,0,0,0,0.2,0,1,0,0,0.4
514,16,0.5,0,0,0,0,0,0.1875,0,0.9375,0,0,0.375
515,10,0.5,0,0,0,0,0,0.8,0,0.5,0,0,0.5
516,14,0,0,0,0,0,0,0.857142857,0,0.714285714,0,0,0.142857143
517,11,0.454545455,0,0,0,0,0,0.545454545,0,0.909090909,0,0,0.181818182
518,7,0.714285714,0,0,0,0,0,0.571428571,0,0.714285714,0,0,0.142857143
519,12,0,0,0,0,0,0,0.75,0,0.833333333,0,0,0.166666667
520,11,0.454545455,0,0,0,0,0,0.727272727,0,0.909090909,0,0,0.181818182
524,3,0,0,0,0,0,0,1,0,0,0,0,0
525,4,0,0,0,0,0,0,1,0,0.25,0,0,0
526,4,0,0,0,0,0.5,0,1,0,0.25,0,0,0
527,4,0,0,0,0,0.5,0,1,0,0.25,0,0,0
528,5,0,0,0.2,0.4,0.6,0,1,0,0.2,0,0,0
529,8,0,0,0.125,0.25,0.25,0,1,0,0.125,0,0,0
530,5,0,0,0,0.2,0.4,0,1,0,0.2,0,0,0
531,7,0,0,0,0,0,0,1,0,0.571428571,0,0,0
532,8,0,0,0.125,0.25,0.625,0,1,0,0,0,0,0
533,7,0,0,0.142857143,0.428571429,0.714285714,0,1,0,0.285714286,0,0,0
534,4,0,0,0,0,0,0,1,0,0,0,0,0
561,2,0,0,0,0,0,0,1,0,0,0,0,0
562,1,0,0,0,0,0,0,1,0,0,0,0,0
563,1,0,0,0,0,0,0,1,0,0,0,0,0
571,1,0,0,0,0,0,0,1,0,0,0,0,0
572,1,0,0,0,0,0,0,1,0,0,0,0,0
573,2,0,0,0,0,0,0,1,0,0,0,0,0
581,2,1,0,0,1,1,0,0,0,1,0,0,1
582,2,1,0,0,1,1,0,0,0,1,0,0.5,1
583,2,1,0,0,1,1,0,0,0,1,0,0.5,1
590,1,0,0,0,0,0,0,1,0,0,0,0,0
591,1,0,0,0,0,0,0,1,0,0,0,0,0
608,1,1,0,0,0,0,0,0,0,0,0,0,0
609,2,0.5,0,0,0,0,0,0,0,0,0,0,0.5
610,1,1,0,0,0,0,0,0,0,0,0,0,0
611,2,0.5,0,0,0,0,0,0,0,0,0,0,0.5
612,4,1,0,0,0,0,0,0,0,0,0,0,0
623,2,0,0,0,0,0,0,1,0,0,0,0,0
624,1,0,0,0,0,0,0,1,0,0,0,0,0
625,1,0,0,0,0,0,0,1,0,0,0,0,0
627,10,0.1,0,0,0,0,0,1,0.3,0.6,0,0,0.5
635,1,0,0,0,0,0,0,1,0,0,0,0,0
636,1,0,0,0,0,0,0,1,0,0,0,0,0
637,2,0,0,0,0,0,0,1,0,0,0,0,0
638,2,0,0,0,0,0,0,1,0,0,0,0,0
639,1,1,0,0,0,0,0,1,1,1,0,0,1
640,2,0,0,0,0,0,0,1,0,0.5,0,0,0.5
641,2,0,0,0,0,0,0,1,0,0.5,0,0,0
642,1,0,0,0,0,0,0,1,1,1,0,0,1
643,2,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5
644,4,0,0.25,0.25,0.25,0.25,0,0.75,0,0.25,0,0,0.25
659,3,0.666666667,0,0,1,1,0,0,0,0.666666667,0,0,0.666666667
660,3,0,0,0,1,1,0,0,0,0,0,0,0.333333333
661,3,0.666666667,0,0,1,1,0,0,0,0.666666667,0,0.333333333,0.666666667
662,3,0,0,0,1,1,0,0,0,0.333333333,0,0.333333333,0.333333333
663,4,0.5,0,0,1,1,0,0,0,0.75,0,0.5,0.5
676,4,0,0,0,0,0,0,1,0,0,0,0,0
677,3,0,0,0,0,0,0,1,0,0,0,0,0
678,2,0,0,0,0,0,0,1,0,0,0,0,0
679,4,0,0,0,0,0,0,1,0,0,0,0,0
680,4,0,0,0,0,0,0,1,0,0,0,0,0
682,21,0.095238095,0,0,0,0,0,1,0,0,0,0,0
683,21,0.095238095,0,0,0,0,0,1,0,0,0,0,0
684,21,0,0,0,0,0,0,1,0,0,0,0,0
685,14,0,0,0,0,0,0,1,0,0,0,0,0.142857143
686,14,0,0,0,0,0,0,1,0,0,0,0,0
687,14,0,0,0,0,0,0,1,0,0,0,0,0
688,14,0,0,0,0,0,0,1,0,0,0,0,0
689,14,0,0,0,0,0,0,1,0,0,0,0,0
690,14,0,0,0,0,0,0,1,0,0,0,0,0
691,14,0,0,0,0,0,0,1,0,0,0,0,0
692,23,0,0,0,0,0,0,1,0,0,0,0,0
693,24,0,0,0,0,0,0,1,0,0,0,0,0
694,24,0,0,0,0,0,0,1,0,0,0,0,0
695,13,0,0,0,0,0,0,0.846153846,0,0,0,0,0.230769231
696,11,0,0,0,0,0,0,1,0,0,0,0,0.090909091
697,11,0,0,0,0,0,0,1,0,0,0,0,0
698,11,0,0,0,0,0,0,1,0,0,0,0,0
699,11,0,0,0,0,0,0,1,0,0,0,0,0
700,11,0,0,0,0,0,0,1,0,0,0,0,0
701,11,0.181818182,0,0,0,0,0,1,0,0,0,0,0
702,11,0.181818182,0,0,0,0,0,1,0,0,0,0,0
703,12,0,0,0,0,0,0,0.916666667,0,0.083333333,0,0,0.083333333
704,11,0,0,0,0,0,0,1,0,0,0,0,0
705,23,0,0,0,0,0,0,1,0,0.043478261,0,0,0.043478261
706,13,0,0,0,0,0,0,1,0,0,0,0,0
707,13,0,0,0,0,0,0,1,0,0,0,0,0
714,1,0,0,0,0,0,0,0,0,0,0,0,1
715,1,0,0,0,0,0,0,0,0,0,0,0,1
767,16,0,0,0,1,1,0,0,0,0,0,0,0
768,16,0,0,0,1,1,0,0,0,0,0,0,0
769,21,0,0,0,0.761904762,0.761904762,0,0.523809524,0,0,0,0,0
770,27,0.222222222,0.111111111,0.111111111,0.62962963,0.592592593,0,0.666666667,0,0.222222222,0,0.111111111,0.111111111
771,26,0,0,0,0.615384615,0.615384615,0,0.769230769,0,0,0,0,0
772,2,0,0,0,0,0,0,1,0,0,0,0,0
773,2,0,0,0,0,0,0,1,0,0,0,0,0
774,2,0,0,0,0,0,0,1,0,0,0,0,0
775,2,0,0,0,0,0,0,1,0,0,0,0,0
776,12,0,0,0,0.333333333,0,0,1,0,0,0,0,0
777,13,0,0,0,0.153846154,0.153846154,0,1,0,0.153846154,0,0,0.076923077
778,5,0,0,0,0.4,0.4,0,1,0,0.4,0,0,0
779,7,0,0,0,0.285714286,0.285714286,0,1,0,0.285714286,0,0,0.142857143
780,5,0,0,0,0.4,0.4,0,1,0,0.4,0,0,0
782,15,0,0,0,0,0,0,0.533333333,0,0.866666667,0,0,0
783,19,0.315789474,0,0,0.842105263,0.842105263,0,0.421052632,0,0.684210526,0,0,0.210526316
784,19,0.315789474,0.157894737,0.157894737,0.894736842,0.842105263,0,0.473684211,0,0.736842105,0,0.157894737,0.263157895
785,22,0.136363636,0,0,0.727272727,0.727272727,0,0.5,0,0.636363636,0,0,0
786,21,0,0,0,0.761904762,0.80952381,0,0.476190476,0,0.619047619,0,0,0
787,23,0,0,0,0.695652174,0.739130435,0,0.52173913,0,0.565217391,0,0,0
788,15,0,0,0,0,0,0,0.8,0,0.866666667,0,0,0
789,19,0.263157895,0,0.315789474,0.842105263,0.842105263,0,0.631578947,0,0.684210526,0,0,0.210526316
790,24,0.208333333,0.125,0.333333333,0.708333333,0.666666667,0,0.75,0,0.583333333,0,0.125,0.208333333
791,26,0,0,0.230769231,0.615384615,0.615384615,0,0.769230769,0,0.538461538,0,0,0
792,21,0,0,0.285714286,0.761904762,0.761904762,0,0.714285714,0,0.619047619,0,0,0
793,23,0,0,0.260869565,0.695652174,0.695652174,0,0.739130435,0,0.565217391,0,0,0
794,12,0,0,0,0,0,0,0.75,0,1,0,0,0
795,17,0.352941176,0,0.294117647,0.882352941,0.882352941,0,0.529411765,0,0.705882353,0,0,0.235294118
796,20,0.3,0.15,0.35,0.8,0.75,0,0.7,0,0.65,0,0.15,0.25
797,20,0.15,0,0.25,0.75,0.75,0,0.65,0,0.65,0,0,0
798,23,0,0,0.217391304,0.652173913,0.652173913,0,0.739130435,0,0.52173913,0,0,0
799,25,0,0,0.2,0.6,0.6,0,0.72,0,0.48,0,0,0
800,17,0,0,0.294117647,0.882352941,0.882352941,0,0.352941176,0,0.705882353,0,0,0
802,2,0,0,0,0,0,0,1,0,0,0,0,0
805,4,0,0,0,0,0,0,1,0,0,0,0,0
806,4,0,0,0,0,0,0,1,0,0,0,0,0
807,4,0,0,0,0,0,0,1,0,0,0,0,0
808,4,0,0,0,0,0,0,1,0,0,0,0,0
809,11,0,0,0,0,0.181818182,0,1,0,0,0,0,0
810,6,0,0,0,0,0,0,1,0,0,0,0,0
812,3,1,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0.333333333
43,27,0,0,0,0,1,0,0.185185185,0,0,0,0,0
44,27,0,0,0,0,1,0,0.185185185,0,0,0,0,0
45,27,0,0,0,0,1,0,0,0,0,0,0,0
46,27,0,0,0,0,1,0,0,0,0,0,0,0
47,27,0,0,0,0,1,0,0,0,0,0,0,0
48,27,0,0,0,0,1,0,0,0,0,0,0,0
49,6,0,0,0,0,1,0,0.333333333,0,0,0,0,0
50,6,0,0,0,0,1,0,0.333333333,0,0,0,0,0
51,6,0,0,0,0,1,0,0.333333333,0,0,0,0,0
52,6,0,0,0,0,1,0,0.333333333,0,0,0,0,0
53,6,0,0,0,0,1,0,0.333333333,0,0,0,0,0
54,6,0,0,0,0,1,0,0,0,0,0,0,0
55,6,0,0,0,0,1,0,0,0,0,0,0,0
56,6,0,0,0,0,1,0,0,0,0,0,0,0
57,6,0,0,0,0,1,0,0,0,0,0,0,0
58,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
59,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
60,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
61,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
62,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
63,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
64,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
65,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
66,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
67,11,0,0,0,0,0.545454545,0,0.454545455,0,0,0,0,0
68,6,0,0,0,0,1,0,0,0,0,0,0,0
69,6,0,0,0,0,1,0,0,0,0,0,0,0
70,6,0,0,0,0,1,0,0,0,0,0,0,0
71,7,0,0,0,0,0.857142857,0,0.142857143,0,0,0,0,0
72,7,0,0,0,0,0.857142857,0,0.142857143,0,0,0,0,0
73,6,0,0,0,0,1,0,0,0,0,0,0,0
74,6,0,0,0,0,1,0,0,0,0,0,0,0
75,6,0,0,0,0,1,0,0,0,0,0,0,0
78,2,0,0,0,0,0,0,1,0,0,0,0,0
79,4,0,1,1,1,1,0,0,0,0,0,0,0
80,4,0,1,1,1,1,0,0,0,0,0,0,0
81,4,0,0,0,0,0,0,1,0,0,0,0,0
82,7,0,0.571428571,0.571428571,0.571428571,0.571428571,0,0.714285714,0,0.285714286,0.285714286,0.285714286,0
83,7,0,0.571428571,0.571428571,0.571428571,0.571428571,0,0.714285714,0,0.285714286,0.285714286,0.285714286,0
84,4,0,0,0,0,0,0,1,0,0,0,0,0
85,5,0,0.8,0.8,0.8,0.8,0,0.6,0,0.4,0.4,0.4,0
86,5,0,0.8,0.8,0.8,0.8,0,0.6,0,0.4,0.4,0.4,0
87,2,0,0,0,0,0,0,1,0,0,0,0,0
88,2,0,0,0,0,0,0,1,0,0,0,0,0
92,1,0,0,0,1,1,0,0,0,0,1,1,0
93,1,0,0,0,1,1,0,0,0,0,1,1,0
94,2,0,0,0,0,0,0,1,0,0,0,0,0
125,4,0,0,0,0,0,0,1,0,0,0,0,0
126,4,0,0,0,0,0,0,1,0,0,0,0,0
127,4,0,0,0,0,0,0,1,0,0,0,0,0
128,6,0,0,0.166666667,0.166666667,0.166666667,0,1,0,0,0,0.166666667,0
129,4,0,0,0.25,0.25,0.25,0,1,0,0,0,0.25,0
130,4,0,0,0,0,0,0,1,0,0,0,0,0
131,4,0,0,0,0,0,0,1,0,0,0,0,0
132,4,0,0,0,0,0,0,1,0,0,0,0,0
134,3,0,0,0,0,0,0,1,0,0,0,0,0
137,1,0,0,0,0,0,0,1,0,0,0,0,0
139,1,0,0,0,0,0,0,0,0,1,0,0,0
140,1,0,0,0,0,0,0,1,0,0,0,0,0
141,1,0,0,0,0,0,0,1,0,0,0,0,0
142,1,0,0,0,0,0,0,1,0,0,0,0,0
143,2,0,0,0,0,0,0,1,0,0,0,0,0
145,1,0,0,0,0,0,0,0,0,0,0,0,1
148,1,0,0,0,0,0,0,0,0,0,0,0,1
153,3,0,0,0,0,0,0,1,0,0,0,0,0
154,3,0,0,0,0,0,0,1,0,0,0,0,0
155,1,0,0,0,0,0,0,0,0,1,0,0,0
159,7,0,0,0,0.428571429,0.428571429,0,1,0,0.428571429,0.428571429,0.428571429,0.285714286
160,4,0,0,0,0.75,0.75,0,1,0,0.75,0.75,0.75,0.5
161,6,0,0,0,0.5,0.5,0,1,0,0.5,0.5,0.5,0.333333333
162,6,0,0,0,0.5,0.5,0,1,0,0.5,0.5,0.5,0.333333333
163,5,0.6,0,0,0.8,0.8,0,0.8,0,0,0.8,0,0
164,4,0.5,0,0,1,1,0,1,0,0,1,0,0
165,4,0,0,0,1,1,0,1,0,0,1,0,0
166,4,0.75,0,0,1,1,0,1,0.25,0.25,1,0,0.25
167,4,0,0,0,1,1,0,1,0,0,1,0,0
168,4,0.75,0,0,1,1,0,1,0.25,0.25,1,0,0.25
169,1,1,0,0,0,0,0,0,0,0,0,0,0
222,3,0,0,0,0.333333333,0,0,1,0,0,0,0,0
224,2,0,0,0,0,0,0,1,0,0,0,0,0
