change_id,num_change,ccfinder,cloneworks_type1,cloneworks_type2blind,cloneworks_type3pattern,cloneworks_type3token,conqat,deckard,duplo,iclones,nicad5,simcad,simian
418,6,0,0.166666667,0.5,1,0.166666667,0,0,0,0,0,0,0
422,3,0,0,0,0,0,0,1,0,0,0,0,0
423,1,0,0,0,0,0,0,1,0,0,0,0,0
424,5,0,0.2,0.4,1,0.2,0,0,0,0,0,0,0
425,3,0,0,0,0,0,0,1,0,0,0,0,0
426,1,0,0,0,0,0,0,1,0,0,0,0,0
428,5,0,0,0.4,1,0,0,0,0,0,0,0,0
429,5,0,0.2,0.4,1,0.2,0,0,0,0,0,0,0
435,5,0,0.2,0.2,1,0.2,0,0,0,0.2,0,0.2,0
436,5,0,0.2,0.2,1,0.2,0,0,0,0.2,0,0.2,0
437,3,0,0,0,0,0,0,1,0,0,0,0,0
438,1,0,0,0,0,0,0,1,0,0,0,0,0
440,6,0,0,0,0.833333333,0,0,0.166666667,0,0,0,0,0
442,3,0,0,0,0,0,0,1,0,0,0,0,0
444,5,0,0,0,0,0,0,1,0,0,0,0,0
446,5,0,0,0,0,0,0,1,0,0,0,0,0
449,4,0,0,0,1,0,0,0,0,0,0,0,0
452,5,0,0,0,0,0,0,1,0,0,0,0,0
453,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0
455,1,0,0,0,0,1,0,0,0,0,0,0,0
458,4,0,0,0.25,0.75,0,0,0.25,0,0,0,0,0
459,5,0,0,0,0,0,0,1,0,0,0,0,0
461,5,0,0,0,0,0,0,1,0,0,0,0,0
462,3,0,0,0.333333333,1,0,0,0,0,0,0,0,0
464,3,0,0,0,1,0,0,0,0,0,0,0,0
465,5,0,0,0,0,0,0,1,0,0,0,0,0
466,1,0,0,0,0,0,0,1,0,0,0,0,0
469,2,0,0,0,0,0,0,1,0,0,0,0,0
473,1,0,0,0,0,0,0,1,0,0,0,0,0
474,1,0,0,0,0,0,0,1,0,0,0,0,0
475,3,0,0,0,0,0,0,1,0,0,0,0,0
476,3,0,0,0,0,0,0,1,0,0,0,0,0
479,3,0,0,0,0,0,0,1,0,0,0,0,0
482,1,0,0,0,0,0,0,1,0,0,0,0,0
483,1,0,0,0,0,0,0,1,0,0,0,0,0
486,1,0,0,0,0,0,0,1,0,0,0,0,0
487,2,0,0,0,0,0,0,1,0,0,0,0,0
489,2,0,0,0,0,0,0,1,0,0,0,0,0
497,2,0,0,0,0,0,0,1,0,0,0,0,0
498,3,0,0,0,0,0,0,1,0,0,0,0,0
505,3,0,0,0,0,0,0,1,0,0,0,0,0
511,4,1,0,0,0,0,0,0,0,0,0,0,0
515,5,0.8,0,0,0,0,0,0.2,0,0,0,0,0
516,1,0,0,0,0,0,1,0,0,0,0,0,0
517,2,0,0,0,0,0,0.5,0.5,0,0,0,0,0
519,5,0,0,0,0,0,0,1,0,0,0,0,0
521,3,0,0,0,0,0,0,1,0,0,0,0,0
522,3,0,0,0,0,0,0,1,0,0,0,0,0
524,1,0,0,0,0,0,0,1,0,0,0,0,0
526,2,0,0,0,0,0,0,1,0,0,0,0,0
530,4,0,0,0,0,0,0,1,0,0,0,0,0
532,1,1,0,0,0,0,0,0,0,0,0,0,0
533,4,0,0,0,0,0,0,1,0,0,0,0,0
545,9,0,0.222222222,0.333333333,0.777777778,0.222222222,0,0,0,0,0,0.444444444,0
546,8,0,0.25,0.375,1,0.25,0,0,0,0,0,0,0
547,9,0,0.222222222,0.444444444,1,0.222222222,0,0,0,0,0,0,0
548,8,0,0.25,0.375,1,0.25,0,0,0,0,0,0,0
549,4,0,0,0,1,0,0,0,0,0,0,0,0
550,6,0.333333333,0.333333333,0.333333333,1,0.333333333,0.333333333,0,0,0.333333333,0,0.333333333,0.333333333
551,9,0.222222222,0.222222222,0.222222222,1,0.222222222,0.222222222,0,0,0.222222222,0,0.222222222,0.222222222
552,7,0.285714286,0.285714286,0.285714286,1,0.285714286,0.285714286,0,0,0.285714286,0,0.285714286,0.285714286
553,9,0.222222222,0.222222222,0.666666667,1,0.222222222,0.222222222,0,0,0.222222222,0,0.222222222,0.222222222
554,7,0,0,0.142857143,1,0,0,0,0,0,0,0,0
555,7,0,0,0.142857143,1,0,0,0,0,0,0,0,0
558,2,0,0,0,0,0,0,1,0,0,0,0,0
559,2,0,0,0,0,0,0,1,0,0,0,0,0
560,2,0,0,0,0,0,0,1,0,0,0,0,0
561,126,0,0,0,0,0,0,1,0,0,0,0,0
562,126,0,0,0,0,0,0,1,0,0,0,0,0
563,129,0,0,0,0,0,0,1,0,0,0,0,0
564,129,0,0,0,0,0,0,1,0,0,0,0,0
565,129,0,0,0,0,0,0,1,0,0,0,0,0
566,130,0,0,0,0,0,0,1,0,0,0,0,0
567,126,0,0,0,0,0,0,1,0,0,0,0,0
568,126,0,0,0,0,0,0,1,0,0,0,0,0
569,126,0,0,0,0,0,0,1,0,0,0,0,0
570,126,0,0,0,0,0,0,1,0,0,0,0,0
571,126,0,0,0,0,0,0,1,0,0,0,0,0
572,126,0,0,0,0,0,0,1,0,0,0,0,0
573,126,0,0,0,0,0,0,1,0,0,0,0,0
574,126,0,0,0,0,0,0,1,0,0,0,0,0
575,129,0,0,0,0,0,0,1,0,0,0,0,0
576,129,0,0,0,0,0,0,1,0,0,0,0,0
578,12,0,0,0,0,0,0,1,0,0,0,0,0
579,45,0,0,0,0,0,0,1,0,0,0,0,0
580,45,0,0,0,0,0,0,1,0,0,0,0,0
581,126,0,0,0,0,0,0,1,0,0,0,0,0
582,126,0,0,0,0,0,0,1,0,0,0,0,0
583,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
584,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
585,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
586,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
588,12,0,0,0,0,0,0,1,0,0,0,0,0
589,151,0,0,0,0,0,0,1,0,0,0,0,0
591,127,0,0,0,0,0,0,1,0,0,0,0,0
594,74,0,0,0,0,0,0,1,0,0,0,0,0
595,126,0,0,0,0,0,0,1,0,0,0,0,0
596,126,0,0,0,0,0,0,1,0,0,0,0,0
597,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
598,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
599,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
600,126,0.015873016,0,0,0,0,0,1,0,0,0,0,0
601,266,0,0,0,0,0,0,1,0,0,0,0,0
602,33,0,0,0,0,0,0,1,0,0,0,0,0
603,129,0,0,0,0,0,0,1,0,0,0,0,0
604,130,0,0,0,0,0,0,1,0,0,0,0,0
605,167,0,0,0,0,0,0,1,0,0,0,0,0
606,167,0,0,0,0,0,0,1,0,0,0,0,0
607,167,0,0,0,0,0,0,1,0,0,0,0,0
608,167,0,0,0,0,0,0,1,0,0,0,0,0
609,178,0,0,0,0,0,0,1,0,0,0,0,0
610,178,0,0,0,0,0,0,1,0,0,0,0,0
611,129,0,0,0,0,0,0,1,0,0,0,0,0
612,130,0,0,0,0,0,0,1,0,0,0,0,0
613,126,0,0,0,0,0,0,1,0,0,0,0,0
614,126,0,0,0,0,0,0,1,0,0,0,0,0
615,167,0,0,0,0,0,0,1,0,0,0,0,0
616,167,0,0,0,0,0,0,1,0,0,0,0,0
617,167,0,0,0,0,0,0,1,0,0,0,0,0
618,167,0,0,0,0,0,0,1,0,0,0,0,0
619,129,0,0,0,0,0,0,1,0,0,0,0,0
620,130,0,0,0,0,0,0,1,0,0,0,0,0
621,2,0,0,0,0,0,0,0,0,1,0,0,0
622,2,0,0,0,0,0,0,0,0,1,0,0,0
623,128,0,0,0,0,0,0,1,0,0,0,0,0
624,128,0,0,0,0,0,0,1,0,0,0,0,0
625,2,0,0,0,0,0,0,0,0,1,0,0,0
626,2,0,0,0,0,0,0,0,0,1,0,0,0
627,126,0,0,0,0,0,0,1,0,0,0,0,0
628,126,0,0,0,0,0,0,1,0,0,0,0,0
631,282,0,0,0,0,0,0,1,0,0,0,0,0
632,169,0,0,0,0,0,0,1,0,0,0,0,0
633,167,0,0,0,0,0,0,1,0,0,0,0,0
634,167,0,0,0,0,0,0,1,0,0,0,0,0
815,169,0,0,0,0,0,0,1,0,0,0,0,0
1084,2,0,0,0,0,0,0,1,0,0,0,0,0
1096,1,0,0,0,0,0,0,1,0,0,0,0,0
1183,5,0,0,0,0,0,0,1,0,0,0,0,0
1320,26,0,0,0,0,0,0,1,0,0,0,0,0
1361,16,0,0,0,0,0,0,1,0,0,0,0,0
1587,16,0,0,0,0,0,0,1,0,0,0,0,0
2018,11,0,0,0,1,0,0,0,0,0,0,0,0
2054,4,0,0,0,0.75,0,0,0.5,0,0,0.25,0,0
2165,6,0,0,0,0,0,0,1,0,0,0,0,0
2223,89,0.011235955,0,0,0,0,0,1,0,0,0,0,0
2292,92,0,0,0,0,0,0,1,0,0,0,0,0
2345,122,0,0,0,0,0,0,1,0,0,0,0,0
2370,122,0,0,0,0,0,0,1,0,0,0,0,0
2805,11,0.090909091,0.090909091,0.090909091,1,0.272727273,0.090909091,0,0,0.090909091,0.090909091,0,0.090909091
2985,1,0,0,0,0,0,0,1,0,0,0,0,0
2994,40,0.05,0,0,0,0,0,0.975,0,0,0,0,0
4981,17,0,0,0,0,0,0,1,0,0,0,0,0
5058,10,0,0,0.2,1,0,0,0.1,0,0,0,0,0
5459,3,0,0,0,0,0,0.333333333,1,0,0,0,0,0.333333333
5610,3,0,0,0,0,0,0,1,0,0,0,0,0
5933,102,0,0,0,0,0,0,1,0,0,0,0,0
6177,9,0.333333333,0,0.333333333,1,1,0,0,0,0,1,1,0
6690,6,0,0,0,0,0,0,1,0,0,0,0,0
6730,41,0,0,0,0,0,0,1,0,0,0,0,0
7241,1,0,0,0,0,0,1,0,1,0,0,0,1
7844,32,0,0,0.21875,0.9375,0,0,0.28125,0,0,0,0.0625,0
8131,3,0,0,0,0,0,0,1,0,0,0,0,0
8159,8,0,0,0,1,0,0,0,0,0,0.5,0,0
8750,6,0,0,0,0,0,0,1,0,0,0,0,0
8947,3,0,0,0,0,0,0,1,0,0,0,0,0
9201,2,0,0,0,0,0,0,1,0,0,0,0,0
10560,54,0,0,0,1,0.074074074,0,0,0,0.037037037,0,0.074074074,0
10772,4,0,0,0,0,0,0,1,0,0,0,0,0
10956,33,0,0,0,0,0,0,1,0,0,0,0,0
11013,12,0.166666667,0,0,0,0,0,1,0,0,0,0,0
11100,2,0,0,0,0,0,0,1,0,0,0,0,0
11430,1,0,0,0,1,0,0,0,0,0,0,0,0
11624,27,0,0.037037037,0.407407407,1,0.037037037,0,0,0,0,0,0,0
11718,5,0.4,0,0.2,1,0.2,0,0,0,0,0,0.2,0
12081,5,0,0,0,1,0,0,0,0,0,0,0,0
12583,7,0.857142857,0.285714286,0.714285714,0.714285714,0.285714286,0.285714286,0,0,0.285714286,0.285714286,0.857142857,0.428571429
12938,9,0,0,0,0,0,0,1,0,0,0,0,0
13578,11,0,0,0,0,0,0,1,0,0,0,0,0
13823,4,0,0,0,0,0,0,1,0,0,0,0,0
808,199,0,0,0,0,0,0,1,0,0,0,0,0
833,171,0,0,0,0,0,0,1,0,0,0,0,0
842,45,0,0,0,0,0,0,1,0,0,0,0,0
1519,54,0,0,0,0.981481481,0,0,0.018518519,0,0,0,0,0
1553,18,0,0,0,0,0,0,1,0,0,0,0,0
1878,3,0,0,0,0,0,0,1,0,0,0,0,0
2762,140,0,0,0,0,0,0,1,0,0,0,0,0
2772,141,0,0,0,0,0,0,0.985815603,0.021276596,0,0,0,0
3728,77,0,0,0,0,0,0,1,0,0,0,0,0
3840,18,0,0.055555556,0.055555556,0.944444444,0.055555556,0,0.055555556,0,0,0,0,0
3975,1,0,0,0,0,0,0,1,0,0,0,0,0
4194,2,0,0,0,1,0,0,0,0,0,0,0,0
4736,5,0,0,0,0,0,0,1,0,0,0,0,0
5214,11,0,0,0,0,0,0,1,0,0,0,0,0
5221,42,0,0.047619048,0.047619048,0.833333333,0.047619048,0,0.333333333,0,0,0,0,0
5341,27,0,0.222222222,0.555555556,1,0.222222222,0,0.148148148,0,0,0,0,0
6360,110,0,0,0,1,0,0,0,0,0,0,0,0
6400,5,0,0.4,0.4,0.8,0.4,0,0.4,0,0,0,0,0
6638,11,0,0,0,0,0,0,1,0,0,0,0,0
6724,3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0.333333333
7128,19,0,0,0.052631579,0.947368421,0,0,0.105263158,0,0,0,0,0
